date,open,high,low,close,volume
2025-10-01 09:15:00+05:30,1783.0,1783.1,1776.0,1776.0,11389
2025-10-01 09:16:00+05:30,1776.0,1782.5,1775.7,1778.7,9986
2025-10-01 09:17:00+05:30,1778.0,1778.4,1774.5,1776.2,7756
2025-10-01 09:18:00+05:30,1777.8,1777.8,1773.2,1774.0,4940
2025-10-01 09:19:00+05:30,1773.2,1773.5,1771.7,1772.1,4789
2025-10-01 09:20:00+05:30,1772.1,1772.1,1769.6,1770.5,6108
2025-10-01 09:21:00+05:30,1770.9,1772.4,1770.2,1771.0,6783
2025-10-01 09:22:00+05:30,1771.6,1773.8,1770.9,1771.9,5171
2025-10-01 09:23:00+05:30,1771.4,1772.3,1769.1,1770.0,3011
2025-10-01 09:24:00+05:30,1770.0,1775.7,1770.0,1774.5,5793
2025-10-01 09:25:00+05:30,1774.6,1775.2,1774.0,1775.0,3940
2025-10-01 09:26:00+05:30,1775.0,1775.4,1775.0,1775.0,1463
2025-10-01 09:27:00+05:30,1775.0,1776.8,1774.6,1774.6,2420
2025-10-01 09:28:00+05:30,1775.0,1775.1,1775.0,1775.0,989
2025-10-01 09:29:00+05:30,1776.0,1777.0,1775.3,1777.0,1186
2025-10-01 09:30:00+05:30,1776.0,1780.0,1775.9,1780.0,1662
2025-10-01 09:31:00+05:30,1780.4,1780.4,1779.2,1780.0,2770
2025-10-01 09:32:00+05:30,1779.4,1780.6,1779.4,1779.7,1919
2025-10-01 09:33:00+05:30,1779.7,1782.7,1779.5,1782.7,2679
2025-10-01 09:34:00+05:30,1781.8,1782.5,1781.1,1781.2,2845
2025-10-01 09:35:00+05:30,1781.2,1782.5,1781.0,1781.8,2378
2025-10-01 09:36:00+05:30,1782.0,1783.4,1781.8,1782.5,2426
2025-10-01 09:37:00+05:30,1782.5,1783.2,1782.5,1783.0,803
2025-10-01 09:38:00+05:30,1783.0,1783.0,1780.8,1780.8,1082
2025-10-01 09:39:00+05:30,1780.6,1781.4,1779.5,1780.4,3145
2025-10-01 09:40:00+05:30,1780.4,1780.9,1778.1,1778.3,1931
2025-10-01 09:41:00+05:30,1778.3,1781.4,1778.1,1781.0,2912
2025-10-01 09:42:00+05:30,1781.0,1781.5,1779.2,1779.2,461
2025-10-01 09:43:00+05:30,1779.2,1780.7,1779.2,1780.7,1046
2025-10-01 09:44:00+05:30,1780.7,1780.9,1780.0,1780.1,768
2025-10-01 09:45:00+05:30,1780.1,1780.1,1778.5,1778.9,1068
2025-10-01 09:46:00+05:30,1778.9,1780.0,1778.9,1779.1,1462
2025-10-01 09:47:00+05:30,1779.1,1779.4,1778.4,1778.6,639
2025-10-01 09:48:00+05:30,1778.6,1779.0,1777.8,1777.8,2262
2025-10-01 09:49:00+05:30,1777.8,1778.8,1777.8,1778.0,618
2025-10-01 09:50:00+05:30,1777.8,1779.0,1777.0,1777.1,1691
2025-10-01 09:51:00+05:30,1777.7,1777.7,1776.3,1777.0,1009
2025-10-01 09:52:00+05:30,1777.0,1777.1,1775.2,1775.3,1217
2025-10-01 09:53:00+05:30,1775.3,1776.3,1775.0,1775.3,2090
2025-10-01 09:54:00+05:30,1775.3,1778.6,1775.3,1778.6,1789
2025-10-01 09:55:00+05:30,1778.6,1779.0,1776.2,1778.3,1606
2025-10-01 09:56:00+05:30,1778.3,1778.7,1777.5,1777.7,635
2025-10-01 09:57:00+05:30,1777.7,1778.9,1777.4,1778.5,1347
2025-10-01 09:58:00+05:30,1778.1,1779.7,1778.1,1779.5,2212
2025-10-01 09:59:00+05:30,1779.5,1780.9,1778.9,1780.9,1329
2025-10-01 10:00:00+05:30,1780.9,1782.0,1780.8,1781.5,1275
2025-10-01 10:01:00+05:30,1781.6,1782.6,1781.5,1782.6,2072
2025-10-01 10:02:00+05:30,1782.6,1783.0,1781.2,1781.5,4492
2025-10-01 10:03:00+05:30,1781.5,1781.5,1778.1,1778.1,2551
2025-10-01 10:04:00+05:30,1778.1,1778.1,1775.0,1775.4,2942
2025-10-01 10:05:00+05:30,1775.0,1775.3,1775.0,1775.0,599
2025-10-01 10:06:00+05:30,1775.0,1776.9,1774.7,1775.0,3871
2025-10-01 10:07:00+05:30,1775.0,1775.5,1775.0,1775.1,1482
2025-10-01 10:08:00+05:30,1775.1,1775.5,1775.0,1775.3,1354
2025-10-01 10:09:00+05:30,1775.1,1775.3,1775.0,1775.0,444
2025-10-01 10:10:00+05:30,1775.0,1775.4,1775.0,1775.2,1130
2025-10-01 10:11:00+05:30,1775.2,1775.5,1775.0,1775.3,815
2025-10-01 10:12:00+05:30,1775.1,1775.3,1775.0,1775.2,1071
2025-10-01 10:13:00+05:30,1775.2,1775.5,1775.2,1775.2,522
2025-10-01 10:14:00+05:30,1775.2,1776.2,1775.2,1775.5,745
2025-10-01 10:15:00+05:30,1775.5,1775.9,1774.7,1775.0,2623
2025-10-01 10:16:00+05:30,1775.1,1775.2,1774.9,1775.0,1536
2025-10-01 10:17:00+05:30,1775.1,1775.3,1774.9,1775.0,1194
2025-10-01 10:18:00+05:30,1775.0,1775.5,1774.9,1775.5,751
2025-10-01 10:19:00+05:30,1775.6,1775.9,1775.4,1775.9,542
2025-10-01 10:20:00+05:30,1776.0,1776.1,1775.8,1776.0,1077
2025-10-01 10:21:00+05:30,1776.0,1776.0,1775.7,1775.9,783
2025-10-01 10:22:00+05:30,1776.0,1776.4,1775.7,1776.4,1648
2025-10-01 10:23:00+05:30,1776.5,1776.8,1776.0,1776.1,1943
2025-10-01 10:24:00+05:30,1776.1,1776.7,1775.8,1776.6,1762
2025-10-01 10:25:00+05:30,1776.6,1777.9,1776.6,1777.9,1496
2025-10-01 10:26:00+05:30,1777.9,1778.4,1777.9,1778.0,1419
2025-10-01 10:27:00+05:30,1778.0,1778.2,1777.9,1778.2,3393
2025-10-01 10:28:00+05:30,1778.0,1778.3,1778.0,1778.1,1815
2025-10-01 10:29:00+05:30,1778.1,1778.3,1778.0,1778.0,621
2025-10-01 10:30:00+05:30,1778.0,1778.3,1776.3,1776.3,2769
2025-10-01 10:31:00+05:30,1776.3,1776.3,1774.7,1775.0,5276
2025-10-01 10:32:00+05:30,1775.0,1775.2,1775.0,1775.0,186
2025-10-01 10:33:00+05:30,1775.3,1775.3,1775.0,1775.0,572
2025-10-01 10:34:00+05:30,1775.0,1775.1,1774.7,1775.0,356
2025-10-01 10:35:00+05:30,1775.0,1775.2,1774.9,1774.9,272
2025-10-01 10:36:00+05:30,1774.9,1775.1,1774.9,1775.0,471
2025-10-01 10:37:00+05:30,1775.0,1775.1,1774.7,1775.0,697
2025-10-01 10:38:00+05:30,1775.1,1775.1,1774.5,1775.0,960
2025-10-01 10:39:00+05:30,1775.1,1775.1,1775.0,1775.0,648
2025-10-01 10:40:00+05:30,1775.0,1775.1,1774.5,1774.5,2709
2025-10-01 10:41:00+05:30,1775.1,1775.1,1774.5,1775.0,697
2025-10-01 10:42:00+05:30,1775.0,1775.1,1775.0,1775.0,405
2025-10-01 10:43:00+05:30,1775.0,1775.1,1774.5,1775.0,650
2025-10-01 10:44:00+05:30,1775.0,1775.1,1774.5,1775.0,309
2025-10-01 10:45:00+05:30,1775.1,1775.1,1774.4,1775.0,2185
2025-10-01 10:46:00+05:30,1775.0,1775.1,1774.3,1774.4,1014
2025-10-01 10:47:00+05:30,1775.1,1775.1,1775.0,1775.0,1142
2025-10-01 10:48:00+05:30,1775.1,1775.1,1775.0,1775.0,570
2025-10-01 10:49:00+05:30,1775.0,1775.1,1774.4,1775.0,978
2025-10-01 10:50:00+05:30,1775.6,1775.9,1775.0,1775.0,5981
2025-10-01 10:51:00+05:30,1775.0,1775.6,1775.0,1775.0,310
2025-10-01 10:52:00+05:30,1775.0,1775.3,1774.8,1775.1,486
2025-10-01 10:53:00+05:30,1775.1,1775.1,1775.0,1775.0,500
2025-10-01 10:54:00+05:30,1775.1,1775.1,1775.0,1775.0,303
2025-10-01 10:55:00+05:30,1775.0,1775.6,1775.0,1775.0,1604
2025-10-01 10:56:00+05:30,1775.0,1775.8,1775.0,1775.8,794
2025-10-01 10:57:00+05:30,1775.0,1775.4,1775.0,1775.0,323
2025-10-01 10:58:00+05:30,1775.0,1775.1,1774.6,1775.0,834
