date,open,high,low,close,volume
2024-12-02 09:15:00+05:30,656.2,661.95,653.05,660.4,445265
2024-12-02 10:15:00+05:30,660.4,661.2,656.75,657.35,180650
2024-12-02 11:15:00+05:30,657.55,660.75,657.4,659.5,169273
2024-12-02 12:15:00+05:30,659.5,662.9,659.15,661.6,379852
2024-12-02 13:15:00+05:30,661.65,662.15,660.0,661.75,224840
2024-12-02 14:15:00+05:30,661.75,663.4,660.8,662.75,403905
2024-12-02 15:15:00+05:30,662.65,663.2,662.0,662.7,361128
2024-12-03 09:15:00+05:30,665.4,665.85,657.25,658.8,565436
2024-12-03 10:15:00+05:30,658.8,660.75,657.0,660.4,307898
2024-12-03 11:15:00+05:30,660.4,662.0,658.15,660.85,395520
2024-12-03 12:15:00+05:30,660.85,664.75,660.35,662.7,578984
2024-12-03 13:15:00+05:30,662.7,665.0,662.7,664.65,347863
2024-12-03 14:15:00+05:30,664.6,669.6,664.35,668.15,765826
2024-12-03 15:15:00+05:30,668.05,668.35,666.05,666.5,328425
2024-12-04 09:15:00+05:30,667.55,671.25,663.05,666.8,648644
2024-12-04 10:15:00+05:30,666.8,667.3,664.05,664.5,259378
2024-12-04 11:15:00+05:30,664.5,665.5,659.65,662.8,324291
2024-12-04 12:15:00+05:30,662.8,663.85,661.25,663.1,219177
2024-12-04 13:15:00+05:30,663.1,665.0,662.0,664.8,199547
2024-12-04 14:15:00+05:30,664.9,665.0,660.4,663.3,739920
2024-12-04 15:15:00+05:30,663.3,664.2,660.55,662.4,383120
2024-12-05 09:15:00+05:30,664.0,665.1,660.0,660.75,586223
2024-12-05 10:15:00+05:30,660.75,663.35,658.7,661.45,415095
2024-12-05 11:15:00+05:30,661.45,668.5,660.45,667.6,649462
2024-12-05 12:15:00+05:30,667.6,669.0,667.15,668.55,371431
2024-12-05 13:15:00+05:30,668.6,673.0,667.15,672.1,726156
2024-12-05 14:15:00+05:30,672.1,673.95,664.2,672.25,1721962
2024-12-05 15:15:00+05:30,672.2,673.0,669.6,670.3,666291
2024-12-06 09:15:00+05:30,673.45,674.45,668.7,669.0,480205
2024-12-06 10:15:00+05:30,669.1,672.7,668.15,670.85,214848
2024-12-06 11:15:00+05:30,670.85,671.0,667.25,668.85,296547
2024-12-06 12:15:00+05:30,668.85,676.5,667.8,675.3,437415
2024-12-06 13:15:00+05:30,675.15,676.0,673.0,674.0,316474
2024-12-06 14:15:00+05:30,673.9,674.5,669.6,670.3,576637
2024-12-06 15:15:00+05:30,670.3,670.95,669.0,670.0,382701
2024-12-09 09:15:00+05:30,666.95,669.9,660.5,660.55,1014076
2024-12-09 10:15:00+05:30,660.75,661.4,655.0,655.55,696218
2024-12-09 11:15:00+05:30,655.6,658.7,654.25,656.45,452843
2024-12-09 12:15:00+05:30,656.45,666.4,655.2,666.4,706246
2024-12-09 13:15:00+05:30,666.3,670.55,663.25,665.45,992994
2024-12-09 14:15:00+05:30,665.45,672.5,664.85,670.3,895333
2024-12-09 15:15:00+05:30,670.3,671.3,669.5,670.0,300642
2024-12-10 09:15:00+05:30,675.0,676.0,666.0,671.3,748543
2024-12-10 10:15:00+05:30,671.35,673.8,669.45,672.5,436651
2024-12-10 11:15:00+05:30,672.5,674.3,669.1,669.35,456607
2024-12-10 12:15:00+05:30,669.35,669.35,666.0,666.0,464408
2024-12-10 13:15:00+05:30,666.05,667.5,664.7,667.2,543426
2024-12-10 14:15:00+05:30,667.2,670.0,666.4,669.2,741702
2024-12-10 15:15:00+05:30,669.15,670.0,667.65,669.8,512192
2024-12-11 09:15:00+05:30,671.0,679.8,668.05,677.0,1134921
2024-12-11 10:15:00+05:30,677.15,677.7,674.05,674.9,417384
2024-12-11 11:15:00+05:30,674.9,677.95,674.9,676.0,296786
2024-12-11 12:15:00+05:30,675.9,676.3,673.15,673.35,277788
2024-12-11 13:15:00+05:30,673.35,674.05,670.65,670.85,308857
2024-12-11 14:15:00+05:30,670.85,673.25,670.25,670.8,635359
2024-12-11 15:15:00+05:30,670.8,671.4,669.05,670.0,330844
2024-12-12 09:15:00+05:30,675.0,679.8,668.5,669.3,1943810
2024-12-12 10:15:00+05:30,669.3,670.1,665.7,666.6,588321
2024-12-12 11:15:00+05:30,666.6,667.0,662.65,663.45,539568
2024-12-12 12:15:00+05:30,663.45,670.45,662.0,665.7,1043838
2024-12-12 13:15:00+05:30,665.65,669.25,664.7,665.7,460355
2024-12-12 14:15:00+05:30,665.7,669.25,663.25,668.65,1201406
2024-12-12 15:15:00+05:30,668.7,670.0,667.1,668.8,760189
2024-12-13 09:15:00+05:30,663.0,664.8,651.0,651.55,797265
2024-12-13 10:15:00+05:30,651.7,655.0,648.0,654.3,513344
2024-12-13 11:15:00+05:30,654.3,659.6,651.5,659.0,480807
2024-12-13 12:15:00+05:30,659.0,662.9,657.6,662.7,587779
2024-12-13 13:15:00+05:30,662.75,665.55,662.3,664.8,633660
2024-12-13 14:15:00+05:30,664.8,665.3,661.25,661.8,586353
2024-12-13 15:15:00+05:30,661.8,665.0,661.05,665.0,567704
2024-12-16 09:15:00+05:30,661.3,666.6,656.7,657.0,553101
2024-12-16 10:15:00+05:30,657.0,657.5,654.4,654.7,379498
2024-12-16 11:15:00+05:30,654.7,656.35,654.25,654.7,222460
2024-12-16 12:15:00+05:30,654.6,655.55,652.6,655.4,273337
2024-12-16 13:15:00+05:30,655.5,656.3,654.3,654.5,359628
2024-12-16 14:15:00+05:30,654.5,655.35,653.25,653.75,550085
2024-12-16 15:15:00+05:30,653.9,654.0,652.05,652.9,269972
2024-12-17 09:15:00+05:30,649.5,653.6,647.1,648.9,827923
2024-12-17 10:15:00+05:30,648.95,649.05,644.45,647.25,547463
2024-12-17 11:15:00+05:30,647.1,648.05,640.45,640.55,700376
2024-12-17 12:15:00+05:30,640.55,644.0,640.25,640.75,654165
2024-12-17 13:15:00+05:30,640.75,640.95,637.25,638.2,664851
2024-12-17 14:15:00+05:30,638.4,640.45,637.1,639.1,961837
2024-12-17 15:15:00+05:30,639.2,639.55,638.4,638.9,427924
2024-12-18 09:15:00+05:30,641.95,642.05,635.0,635.2,1203420
2024-12-18 10:15:00+05:30,635.1,638.45,634.5,634.5,557206
