date,open,high,low,close,volume
2025-10-01 09:15:00+05:30,2008.9,2014.0,2004.2,2004.2,10725
2025-10-01 09:16:00+05:30,2004.2,2005.6,2003.0,2003.4,1795
2025-10-01 09:17:00+05:30,2003.1,2009.4,2003.1,2007.0,1724
2025-10-01 09:18:00+05:30,2006.5,2008.0,2002.0,2002.0,2835
2025-10-01 09:19:00+05:30,2001.0,2002.8,1999.1,2002.5,4362
2025-10-01 09:20:00+05:30,2001.8,2002.9,2000.5,2002.9,2491
2025-10-01 09:21:00+05:30,2002.1,2003.7,2002.0,2003.7,974
2025-10-01 09:22:00+05:30,2002.6,2002.6,2001.0,2001.0,606
2025-10-01 09:23:00+05:30,2000.4,2000.9,1998.1,1999.5,1825
2025-10-01 09:24:00+05:30,1999.5,1999.5,1993.6,1995.3,4615
2025-10-01 09:25:00+05:30,1995.5,1997.4,1995.0,1996.0,1509
2025-10-01 09:26:00+05:30,1995.0,1996.9,1992.4,1994.2,9317
2025-10-01 09:27:00+05:30,1993.4,1994.6,1991.0,1991.8,2118
2025-10-01 09:28:00+05:30,1991.3,1992.9,1990.1,1990.1,3650
2025-10-01 09:29:00+05:30,1989.0,1994.3,1989.0,1993.6,4870
2025-10-01 09:30:00+05:30,1993.0,1995.0,1992.1,1993.2,4272
2025-10-01 09:31:00+05:30,1993.2,1993.2,1991.8,1992.7,1503
2025-10-01 09:32:00+05:30,1991.9,1992.7,1989.6,1989.9,1187
2025-10-01 09:33:00+05:30,1989.3,1990.0,1988.0,1989.8,5051
2025-10-01 09:34:00+05:30,1988.9,1989.3,1987.7,1988.7,1723
2025-10-01 09:35:00+05:30,1988.7,1991.0,1988.7,1991.0,972
2025-10-01 09:36:00+05:30,1991.4,1993.9,1991.4,1993.0,962
2025-10-01 09:37:00+05:30,1992.9,1994.9,1989.4,1991.0,3777
2025-10-01 09:38:00+05:30,1991.0,1991.3,1989.4,1990.2,3176
2025-10-01 09:39:00+05:30,1989.4,1991.8,1989.4,1990.2,617
2025-10-01 09:40:00+05:30,1990.3,1991.1,1989.7,1990.6,1645
