date,open,high,low,close,volume
2024-12-02 09:15:00+05:30,1121.4,1121.4,1111.6,1118.0,135492
2024-12-02 10:15:00+05:30,1118.5,1120.5,1116.5,1118.5,45946
2024-12-02 11:15:00+05:30,1118.9,1124.8,1118.1,1123.0,106880
2024-12-02 12:15:00+05:30,1122.6,1123.8,1118.1,1118.6,142534
2024-12-02 13:15:00+05:30,1118.5,1124.0,1117.0,1123.0,94914
2024-12-02 14:15:00+05:30,1123.0,1128.5,1122.5,1125.8,248326
2024-12-02 15:15:00+05:30,1125.8,1127.0,1122.2,1125.9,157942
2024-12-03 09:15:00+05:30,1131.0,1132.5,1125.0,1128.1,184620
2024-12-03 10:15:00+05:30,1128.1,1130.6,1126.4,1129.0,146768
2024-12-03 11:15:00+05:30,1129.0,1132.0,1128.6,1131.2,232130
2024-12-03 12:15:00+05:30,1131.2,1131.6,1129.5,1130.9,133126
2024-12-03 13:15:00+05:30,1130.9,1131.6,1129.5,1131.5,128368
2024-12-03 14:15:00+05:30,1131.5,1133.4,1129.9,1131.3,505782
2024-12-03 15:15:00+05:30,1131.4,1131.5,1128.4,1131.4,192864
2024-12-04 09:15:00+05:30,1130.5,1136.6,1127.8,1130.6,122032
2024-12-04 10:15:00+05:30,1130.6,1131.5,1128.0,1128.4,270850
2024-12-04 11:15:00+05:30,1128.4,1130.8,1120.7,1123.4,214284
2024-12-04 12:15:00+05:30,1123.4,1130.0,1123.4,1129.3,197492
2024-12-04 13:15:00+05:30,1129.3,1133.0,1129.0,1132.4,263270
2024-12-04 14:15:00+05:30,1132.4,1137.5,1125.4,1128.4,669852
2024-12-04 15:15:00+05:30,1128.4,1128.4,1126.0,1127.0,191644
2024-12-05 09:15:00+05:30,1128.9,1130.0,1116.0,1116.5,241540
2024-12-05 10:15:00+05:30,1116.5,1117.6,1110.5,1113.3,249980
2024-12-05 11:15:00+05:30,1113.3,1125.0,1112.0,1123.9,227176
2024-12-05 12:15:00+05:30,1123.9,1126.6,1119.2,1122.8,206050
2024-12-05 13:15:00+05:30,1122.8,1130.9,1122.4,1128.9,308528
2024-12-05 14:15:00+05:30,1128.9,1138.5,1120.7,1135.1,900182
2024-12-05 15:15:00+05:30,1135.6,1136.9,1129.0,1129.0,234930
2024-12-06 09:15:00+05:30,1133.2,1137.5,1129.4,1132.0,210412
2024-12-06 10:15:00+05:30,1132.0,1132.5,1128.5,1130.6,72212
2024-12-06 11:15:00+05:30,1130.7,1133.8,1127.6,1133.0,142230
2024-12-06 12:15:00+05:30,1133.0,1134.8,1132.5,1132.6,50464
2024-12-06 13:15:00+05:30,1132.6,1133.3,1131.5,1132.5,147174
2024-12-06 14:15:00+05:30,1132.5,1146.0,1131.5,1132.4,548746
2024-12-06 15:15:00+05:30,1132.6,1134.4,1132.2,1132.5,117464
2024-12-09 09:15:00+05:30,1135.0,1138.3,1110.1,1111.5,443146
2024-12-09 10:15:00+05:30,1111.5,1113.0,1106.8,1110.6,281696
2024-12-09 11:15:00+05:30,1110.6,1115.9,1110.5,1115.0,281268
2024-12-09 12:15:00+05:30,1115.0,1115.1,1110.8,1111.7,164316
2024-12-09 13:15:00+05:30,1111.7,1113.6,1111.0,1113.2,187632
2024-12-09 14:15:00+05:30,1113.2,1116.7,1111.8,1113.3,350816
2024-12-09 15:15:00+05:30,1113.3,1115.2,1113.0,1115.0,218370
